drug_internal_id,protein_id,pchembl_max,pchembl_avg,num_measurements,edge_type
111185,CHEMBL231,8.23,7.5,12,binds_to
111185,CHEMBL1941,5.73,5.73,1,binds_to
111185,CHEMBL224,5.67,5.67,1,binds_to
165474,CHEMBL237,8.66,8.06,3,binds_to
165474,CHEMBL233,8.57,7.65,12,binds_to
165474,CHEMBL287,8.33,8.13,2,binds_to
165474,CHEMBL236,7.21,7.21,1,binds_to
165474,CHEMBL4105907,5.83,5.8,3,binds_to
111482,CHEMBL4261,8.49,7.53,6,binds_to
111482,CHEMBL1963,6.9,6.19,7,binds_to
111482,CHEMBL210,6.84,6.58,6,binds_to
111482,CHEMBL289,5.9,5.9,1,binds_to
112480,CHEMBL234,6.18,5.95,2,binds_to
112560,CHEMBL1855,8.0,8.0,1,binds_to
112651,CHEMBL240,7.64,6.51,14,binds_to
112651,CHEMBL1940,5.85,5.85,1,binds_to
112651,CHEMBL1980,5.68,5.68,1,binds_to
112651,CHEMBL237,5.64,5.64,1,binds_to
112651,CHEMBL234,5.58,5.58,1,binds_to
112655,CHEMBL4159,6.5,6.5,1,binds_to
112655,CHEMBL1075138,6.3,6.3,1,binds_to
112655,CHEMBL221,6.17,6.17,1,binds_to
112655,CHEMBL1841,5.67,5.67,1,binds_to
112655,CHEMBL203,5.54,5.54,1,binds_to
12417,CHEMBL4523354,10.0,10.0,1,binds_to
12417,CHEMBL1293235,8.0,8.0,1,binds_to
12417,CHEMBL5162,6.5,6.5,1,binds_to
12417,CHEMBL1075138,6.05,6.05,1,binds_to
12417,CHEMBL3577,5.95,5.95,1,binds_to
12417,CHEMBL1293232,5.8,5.8,1,binds_to
12417,CHEMBL221,5.52,5.52,1,binds_to
12417,CHEMBL4159,5.5,5.5,1,binds_to
112665,CHEMBL5619,5.65,5.65,1,binds_to
112665,CHEMBL1293224,5.6,5.6,1,binds_to
116349,CHEMBL218,8.92,8.92,1,binds_to
116349,CHEMBL227,7.88,7.81,2,binds_to
116349,CHEMBL1697668,6.4,6.27,2,binds_to
116349,CHEMBL235,6.17,6.17,1,binds_to
116349,CHEMBL3401,6.16,6.16,1,binds_to
116349,CHEMBL1293227,6.1,6.1,1,binds_to
116349,CHEMBL288,5.86,5.86,1,binds_to
116349,CHEMBL2069,5.77,5.77,1,binds_to
116349,CHEMBL256,5.72,5.72,1,binds_to
116349,CHEMBL1743121,5.72,5.67,2,binds_to
116659,CHEMBL1865,5.71,5.71,1,binds_to
116949,CHEMBL4607,9.48,9.48,1,binds_to
116949,CHEMBL227,9.31,8.69,11,binds_to
116949,CHEMBL3491,7.0,6.53,5,binds_to
116949,CHEMBL235,6.16,5.84,7,binds_to
116949,CHEMBL1743121,6.02,5.96,2,binds_to
116949,CHEMBL1697668,5.99,5.86,2,binds_to
116949,CHEMBL5162,5.9,5.9,1,binds_to
116949,CHEMBL1901,5.62,5.62,1,binds_to
116949,CHEMBL233,5.59,5.59,1,binds_to
116949,CHEMBL229,5.52,5.52,1,binds_to
116949,CHEMBL5845,5.5,5.5,1,binds_to
117108,CHEMBL206,8.46,8.46,1,binds_to
117108,CHEMBL1293235,8.0,6.85,2,binds_to
117108,CHEMBL2034,6.13,6.13,1,binds_to
117108,CHEMBL3397,6.1,6.1,2,binds_to
117108,CHEMBL3622,5.5,5.5,2,binds_to
118617,CHEMBL221,7.39,7.08,4,binds_to
118617,CHEMBL2157,7.05,7.05,1,binds_to
118617,CHEMBL230,6.09,6.09,1,binds_to
118617,CHEMBL1900,5.62,5.62,1,binds_to
119498,CHEMBL2061,8.57,7.32,43,binds_to
119498,CHEMBL1870,8.23,7.62,12,binds_to
119498,CHEMBL2055,8.22,7.49,2,binds_to
119498,CHEMBL2004,8.08,7.55,13,binds_to
119498,CHEMBL2008,7.3,6.92,2,binds_to
119498,CHEMBL2003,6.89,6.54,2,binds_to
119498,CHEMBL2808,6.71,6.71,1,binds_to
119498,CHEMBL4093,6.36,6.36,1,binds_to
119498,CHEMBL229,6.12,6.12,1,binds_to
119640,CHEMBL1293235,7.25,7.25,1,binds_to
119717,CHEMBL220,6.92,6.92,1,binds_to
121124,CHEMBL1741189,5.86,5.86,1,binds_to
121124,CHEMBL5857,5.57,5.57,1,binds_to
122170,CHEMBL1903,7.77,7.03,8,binds_to
122901,CHEMBL3761,7.85,6.8,7,binds_to
122901,CHEMBL2608,7.0,6.9,3,binds_to
122901,CHEMBL2748,6.3,6.3,1,binds_to
122901,CHEMBL2074,5.68,5.68,1,binds_to
12825,CHEMBL208,10.0,8.6,43,binds_to
12825,CHEMBL1994,9.41,8.05,6,binds_to
12825,CHEMBL1871,8.07,7.77,14,binds_to
12825,CHEMBL2034,7.52,7.21,10,binds_to
12825,CHEMBL2421,7.38,7.38,1,binds_to
12825,CHEMBL3305,6.94,6.94,1,binds_to
12825,CHEMBL287,6.58,5.99,3,binds_to
12825,CHEMBL2998,5.8,5.8,1,binds_to
12825,CHEMBL1293232,5.7,5.7,1,binds_to
12825,CHEMBL5409,5.56,5.56,1,binds_to
12825,CHEMBL5685,5.52,5.52,1,binds_to
123693,CHEMBL230,8.89,6.44,8,binds_to
123693,CHEMBL1293237,8.6,8.6,2,binds_to
123693,CHEMBL221,8.52,8.46,2,binds_to
123693,CHEMBL3397,5.8,5.8,2,binds_to
123693,CHEMBL4681,5.58,5.58,1,binds_to
13494,CHEMBL1978,8.74,8.74,1,binds_to
13494,CHEMBL1293235,8.35,8.35,1,binds_to
13494,CHEMBL1835,7.85,7.85,1,binds_to
13494,CHEMBL3397,7.8,6.61,6,binds_to
13494,CHEMBL3622,7.8,7.8,1,binds_to
13494,CHEMBL340,7.8,7.24,14,binds_to
13494,CHEMBL4305,7.16,6.92,3,binds_to
13494,CHEMBL5503,7.1,6.79,5,binds_to
13494,CHEMBL3522,7.09,7.09,1,binds_to
13494,CHEMBL3849,6.89,6.89,1,binds_to
13494,CHEMBL1940,6.23,6.23,1,binds_to
13494,CHEMBL233,6.14,5.94,2,binds_to
13494,CHEMBL237,6.13,5.87,2,binds_to
13494,CHEMBL4523494,6.1,6.1,1,binds_to
13494,CHEMBL3721,6.09,6.09,1,binds_to
13494,CHEMBL234,6.05,5.81,2,binds_to
13494,CHEMBL289,6.05,6.05,1,binds_to
13494,CHEMBL3356,5.9,5.9,1,binds_to
13494,CHEMBL4302,5.89,5.89,1,binds_to
13494,CHEMBL1075145,5.85,5.85,1,binds_to
13494,CHEMBL2034,5.83,5.83,1,binds_to
13494,CHEMBL2414,5.8,5.8,1,binds_to
13494,CHEMBL1821,5.79,5.79,1,binds_to
13494,CHEMBL216,5.78,5.78,1,binds_to
13494,CHEMBL236,5.76,5.76,1,binds_to
13494,CHEMBL4029,5.7,5.7,2,binds_to
13494,CHEMBL245,5.68,5.68,1,binds_to
13494,CHEMBL1790,5.6,5.58,2,binds_to
13494,CHEMBL256,5.57,5.54,2,binds_to
13494,CHEMBL3401,5.57,5.57,1,binds_to
13494,CHEMBL240,5.52,5.52,1,binds_to
13494,CHEMBL1250402,5.52,5.52,1,binds_to
13494,CHEMBL228,5.51,5.51,1,binds_to
13494,CHEMBL224,5.5,5.5,1,binds_to
125261,CHEMBL4630818,5.93,5.93,1,binds_to
125294,CHEMBL1977,9.68,8.37,2,binds_to
125294,CHEMBL5845,6.4,6.4,1,binds_to
126356,CHEMBL3371,6.74,6.74,1,binds_to
126356,CHEMBL2439,6.38,6.38,1,binds_to
126356,CHEMBL3397,6.1,6.1,1,binds_to
126356,CHEMBL1293235,5.85,5.85,1,binds_to
127755,CHEMBL2903,8.3,8.3,1,binds_to
127755,CHEMBL1947,6.4,6.4,1,binds_to
127755,CHEMBL1293235,5.9,5.9,1,binds_to
134100,CHEMBL2326,8.1,8.1,1,binds_to
134100,CHEMBL3594,7.06,7.06,1,binds_to
134100,CHEMBL205,7.04,6.13,3,binds_to
134100,CHEMBL3969,6.87,6.87,1,binds_to
134100,CHEMBL3242,6.51,6.51,1,binds_to
134100,CHEMBL261,6.46,6.46,1,binds_to
134100,CHEMBL3729,6.35,6.35,1,binds_to
134100,CHEMBL4789,6.12,6.12,1,binds_to
134100,CHEMBL3025,5.61,5.61,1,binds_to
134333,CHEMBL2326,8.55,8.55,1,binds_to
134333,CHEMBL3242,8.35,8.35,1,binds_to
134333,CHEMBL3969,8.05,8.05,1,binds_to
134333,CHEMBL3594,7.64,7.64,1,binds_to
134333,CHEMBL205,6.86,6.52,2,binds_to
134333,CHEMBL3729,6.71,6.71,1,binds_to
134333,CHEMBL261,6.58,6.52,2,binds_to
134333,CHEMBL4789,6.04,6.04,1,binds_to
134333,CHEMBL3025,5.87,5.87,1,binds_to
134966,CHEMBL1075138,8.05,7.95,4,binds_to
134966,CHEMBL5514,7.5,7.5,1,binds_to
134966,CHEMBL1293224,6.45,6.33,2,binds_to
134966,CHEMBL3622,6.04,6.04,1,binds_to
136161,CHEMBL1919,7.72,7.72,2,binds_to
136161,CHEMBL3896,7.0,7.0,1,binds_to
13758,CHEMBL1293235,6.3,6.3,1,binds_to
138562,CHEMBL402,9.05,8.01,8,binds_to
138562,CHEMBL2047,6.24,6.24,1,binds_to
138562,CHEMBL5503,6.24,6.24,1,binds_to
138562,CHEMBL2056,5.75,5.75,1,binds_to
138562,CHEMBL3401,5.66,5.66,1,binds_to
138562,CHEMBL224,5.64,5.64,1,binds_to
138605,CHEMBL1833,9.45,8.6,7,binds_to
138605,CHEMBL225,8.96,8.58,4,binds_to
138605,CHEMBL224,8.8,8.01,6,binds_to
138605,CHEMBL3155,7.9,7.5,2,binds_to
138605,CHEMBL234,7.23,6.79,3,binds_to
138605,CHEMBL3371,7.12,6.96,2,binds_to
138605,CHEMBL214,6.77,6.73,3,binds_to
138605,CHEMBL217,6.57,6.39,3,binds_to
138605,CHEMBL2056,6.33,6.05,3,binds_to
138605,CHEMBL1867,6.21,5.87,3,binds_to
138605,CHEMBL229,6.06,6.06,1,binds_to
138605,CHEMBL287,6.04,6.04,1,binds_to
138605,CHEMBL1942,5.66,5.66,1,binds_to
138605,CHEMBL1941,5.61,5.58,2,binds_to
138605,CHEMBL3577,5.5,5.5,1,binds_to
139045,CHEMBL227,8.57,8.41,3,binds_to
14440,CHEMBL1293235,8.05,7.37,3,binds_to
14440,CHEMBL1293278,7.4,7.4,1,binds_to
14440,CHEMBL2073673,6.92,6.92,1,binds_to
14440,CHEMBL1293256,6.3,6.3,2,binds_to
14440,CHEMBL289,6.1,6.1,2,binds_to
14440,CHEMBL4096,5.8,5.8,1,binds_to
14440,CHEMBL1963,5.7,5.7,2,binds_to
14440,CHEMBL1293294,5.7,5.7,1,binds_to
14440,CHEMBL340,5.6,5.6,3,binds_to
14440,CHEMBL5162,5.6,5.6,1,binds_to
14440,CHEMBL3397,5.5,5.5,2,binds_to
139210,CHEMBL3356,6.4,6.4,1,binds_to
139210,CHEMBL1293235,6.25,6.25,1,binds_to
139210,CHEMBL1951,6.0,6.0,1,binds_to
139210,CHEMBL222,5.73,5.73,2,binds_to
139210,CHEMBL1293277,5.55,5.55,1,binds_to
139210,CHEMBL1293294,5.55,5.55,1,binds_to
139225,CHEMBL224,7.08,7.08,1,binds_to
139225,CHEMBL229,7.03,7.03,1,binds_to
139225,CHEMBL230,6.96,6.96,1,binds_to
139225,CHEMBL231,6.51,6.51,1,binds_to
139225,CHEMBL1293235,6.45,6.45,1,binds_to
139225,CHEMBL2364163,6.19,6.19,1,binds_to
139225,CHEMBL221,6.13,5.95,3,binds_to
139225,CHEMBL234,6.09,6.09,1,binds_to
139225,CHEMBL217,5.93,5.93,1,binds_to
139225,CHEMBL4295747,5.71,5.71,1,binds_to
139225,CHEMBL3622,5.6,5.6,1,binds_to
139281,CHEMBL4261,6.1,5.95,4,binds_to
139281,CHEMBL1615383,5.81,5.81,1,binds_to
139281,CHEMBL5162,5.5,5.5,1,binds_to
139286,CHEMBL3251,7.95,7.95,2,binds_to
139286,CHEMBL218,7.73,7.73,1,binds_to
139286,CHEMBL1293235,7.05,7.05,1,binds_to
139286,CHEMBL3622,6.3,6.3,1,binds_to
139286,CHEMBL1293232,5.9,5.9,1,binds_to
139866,CHEMBL288,6.11,6.11,1,binds_to
139866,CHEMBL4261,5.8,5.8,2,binds_to
614499,CHEMBL1882,7.04,7.04,1,binds_to
614499,CHEMBL2492,6.9,6.9,1,binds_to
140107,CHEMBL230,8.32,8.32,1,binds_to
140107,CHEMBL221,8.17,7.9,3,binds_to
618203,CHEMBL1293235,5.6,5.6,1,binds_to
617563,CHEMBL2835,8.8,7.82,15,binds_to
617563,CHEMBL4105933,8.52,8.52,1,binds_to
617563,CHEMBL3830,8.4,8.4,1,binds_to
617563,CHEMBL2971,8.35,7.77,17,binds_to
617563,CHEMBL5903,8.1,7.85,2,binds_to
617563,CHEMBL3553,8.04,7.27,6,binds_to
617563,CHEMBL2148,7.72,6.84,9,binds_to
617563,CHEMBL5476,7.72,7.34,4,binds_to
617563,CHEMBL5257,7.0,6.66,2,binds_to
617563,CHEMBL3529,6.7,6.7,1,binds_to
617563,CHEMBL4439,6.69,6.43,4,binds_to
617563,CHEMBL2973,6.66,6.66,1,binds_to
617563,CHEMBL4105885,6.66,6.66,1,binds_to
617563,CHEMBL5047,6.54,6.54,1,binds_to
617563,CHEMBL5679,6.54,6.54,1,binds_to
617563,CHEMBL4070,6.52,6.52,1,binds_to
617563,CHEMBL5579,6.5,6.5,1,binds_to
617563,CHEMBL5403,6.4,6.4,1,binds_to
617563,CHEMBL5275,6.39,6.2,2,binds_to
617563,CHEMBL4522,6.38,6.38,1,binds_to
617563,CHEMBL5600,6.38,6.38,1,binds_to
617563,CHEMBL4900,6.28,6.28,1,binds_to
617563,CHEMBL5408,6.25,6.25,1,binds_to
617563,CHEMBL2276,6.22,6.22,1,binds_to
617563,CHEMBL3829,6.22,6.22,1,binds_to
617563,CHEMBL3831,6.21,6.21,1,binds_to
617563,CHEMBL3788,6.21,6.21,1,binds_to
617563,CHEMBL2595,6.19,6.19,1,binds_to
617563,CHEMBL2801,6.18,6.18,1,binds_to
617563,CHEMBL4105705,6.15,6.15,1,binds_to
617563,CHEMBL1163126,6.14,6.14,1,binds_to
617563,CHEMBL3116,6.13,6.13,1,binds_to
617563,CHEMBL5699,6.1,6.1,1,binds_to
617563,CHEMBL4355,6.08,6.08,1,binds_to
617563,CHEMBL6149,6.07,6.07,1,binds_to
617563,CHEMBL4224,6.04,6.04,1,binds_to
617563,CHEMBL4179,5.94,5.94,1,binds_to
617563,CHEMBL4597,5.93,5.93,1,binds_to
617563,CHEMBL2637,5.92,5.92,1,binds_to
617563,CHEMBL3938,5.89,5.89,1,binds_to
617563,CHEMBL3231,5.87,5.87,1,binds_to
617563,CHEMBL5790,5.86,5.86,1,binds_to
617563,CHEMBL301,5.67,5.67,1,binds_to
617563,CHEMBL4026,5.6,5.6,1,binds_to
140117,CHEMBL229,8.01,6.87,2,binds_to
140117,CHEMBL3923,7.55,7.55,2,binds_to
140117,CHEMBL1867,7.07,6.69,4,binds_to
140117,CHEMBL1942,6.53,6.53,1,binds_to
140117,CHEMBL1941,6.03,6.03,1,binds_to
140117,CHEMBL1916,5.91,5.89,2,binds_to
611647,CHEMBL203,8.7,7.51,4,binds_to
611647,CHEMBL1824,5.82,5.77,2,binds_to
15086,CHEMBL1293235,8.4,8.4,1,binds_to
15086,CHEMBL4040,7.0,7.0,1,binds_to
630886,CHEMBL1871,7.85,6.72,50,binds_to
630886,CHEMBL2099,6.89,6.89,1,binds_to
631502,CHEMBL1293237,8.55,8.55,2,binds_to
631502,CHEMBL210,8.35,8.35,1,binds_to
630322,CHEMBL4792,9.46,8.2,11,binds_to
630322,CHEMBL5113,9.4,8.28,12,binds_to
630439,CHEMBL1293232,5.8,5.8,1,binds_to
630439,CHEMBL1293235,5.55,5.55,1,binds_to
147927,CHEMBL234,8.36,8.36,1,binds_to
147927,CHEMBL229,8.35,8.35,1,binds_to
147927,CHEMBL214,8.15,8.15,1,binds_to
147927,CHEMBL217,7.93,7.93,1,binds_to
147927,CHEMBL231,7.31,7.31,1,binds_to
147927,CHEMBL1942,7.25,7.25,1,binds_to
147927,CHEMBL2056,7.0,6.47,2,binds_to
147927,CHEMBL1916,6.14,6.14,1,binds_to
147927,CHEMBL224,6.06,6.06,1,binds_to
147927,CHEMBL1867,5.92,5.92,1,binds_to
147927,CHEMBL240,5.64,5.64,1,binds_to
178495,CHEMBL1293235,6.1,6.1,1,binds_to
147956,CHEMBL1293235,8.15,8.15,1,binds_to
147956,CHEMBL1293232,6.05,6.05,1,binds_to
147956,CHEMBL240,5.85,5.85,1,binds_to
147956,CHEMBL1980,5.75,5.75,1,binds_to
8209,CHEMBL1946,10.38,9.79,19,binds_to
8209,CHEMBL1945,10.22,9.58,19,binds_to
8209,CHEMBL225,6.2,6.16,4,binds_to
8209,CHEMBL1833,6.06,5.87,2,binds_to
148004,CHEMBL229,7.77,7.77,1,binds_to
148004,CHEMBL234,7.71,7.71,1,binds_to
148004,CHEMBL2056,7.15,7.15,1,binds_to
148004,CHEMBL211,6.82,6.82,1,binds_to
148004,CHEMBL214,6.67,6.67,1,binds_to
148004,CHEMBL240,6.5,6.46,6,binds_to
148004,CHEMBL1867,5.59,5.59,1,binds_to
148004,CHEMBL233,5.52,5.52,1,binds_to
148018,CHEMBL3251,8.0,8.0,2,binds_to
148018,CHEMBL3437,7.7,7.7,1,binds_to
148018,CHEMBL2039,7.03,6.93,3,binds_to
148018,CHEMBL1963,6.9,6.9,1,binds_to
148018,CHEMBL1951,6.84,6.56,5,binds_to
148018,CHEMBL3397,6.8,6.8,2,binds_to
148018,CHEMBL3622,6.5,6.26,5,binds_to
148018,CHEMBL221,6.3,6.17,2,binds_to
148018,CHEMBL1293235,6.3,6.3,1,binds_to
148018,CHEMBL289,6.0,5.73,3,binds_to
148018,CHEMBL3356,6.0,5.75,2,binds_to
148018,CHEMBL214,5.95,5.95,1,binds_to
148018,CHEMBL3721,5.92,5.92,1,binds_to
148018,CHEMBL340,5.7,5.55,4,binds_to
622408,CHEMBL2023,9.0,8.5,2,binds_to
622436,CHEMBL5514,7.7,7.7,1,binds_to
15217,CHEMBL231,7.0,7.0,1,binds_to
15217,CHEMBL224,6.78,6.78,1,binds_to
15217,CHEMBL216,6.07,6.07,1,binds_to
15217,CHEMBL229,5.96,5.96,1,binds_to
15217,CHEMBL245,5.89,5.89,1,binds_to
15217,CHEMBL1075138,5.6,5.6,1,binds_to
149095,CHEMBL284,7.21,7.21,1,binds_to
150313,CHEMBL2421,7.55,7.55,1,binds_to
150313,CHEMBL1293235,7.5,7.5,1,binds_to
150313,CHEMBL4261,6.9,6.9,2,binds_to
624012,CHEMBL2146312,6.7,6.7,1,binds_to
624012,CHEMBL256,6.0,6.0,1,binds_to
624012,CHEMBL204,5.55,5.55,1,binds_to
624012,CHEMBL279,5.52,5.52,1,binds_to
150389,CHEMBL216,8.89,8.89,1,binds_to
150389,CHEMBL1293237,8.49,8.49,2,binds_to
150389,CHEMBL1821,8.17,8.17,1,binds_to
150389,CHEMBL2035,7.99,7.99,1,binds_to
150389,CHEMBL211,7.73,7.73,1,binds_to
150389,CHEMBL245,7.58,7.58,1,binds_to
150389,CHEMBL1293224,5.75,5.75,1,binds_to
150423,CHEMBL214,5.72,5.72,1,binds_to
150451,CHEMBL1075189,8.0,8.0,2,binds_to
150451,CHEMBL1293232,7.4,7.4,1,binds_to
150451,CHEMBL289,6.1,6.1,2,binds_to
150451,CHEMBL5162,6.1,6.1,1,binds_to
624225,CHEMBL3105,9.0,7.94,22,binds_to
624225,CHEMBL5366,8.68,7.94,10,binds_to
624225,CHEMBL2429709,7.1,6.6,2,binds_to
624225,CHEMBL238,6.95,6.95,1,binds_to
624225,CHEMBL5543,6.59,6.15,2,binds_to
624225,CHEMBL6142,6.57,6.44,4,binds_to
624225,CHEMBL2292,6.53,6.19,2,binds_to
624225,CHEMBL5083,6.53,6.32,3,binds_to
624225,CHEMBL6164,6.24,5.83,3,binds_to
624225,CHEMBL222,6.0,6.0,1,binds_to
624225,CHEMBL228,5.93,5.93,1,binds_to
624225,CHEMBL2176777,5.76,5.76,1,binds_to
624225,CHEMBL2429708,5.72,5.71,2,binds_to
626453,CHEMBL1994,7.2,6.52,18,binds_to
626453,CHEMBL2034,5.5,5.5,1,binds_to
624251,CHEMBL1293235,7.15,7.15,1,binds_to
624251,CHEMBL340,5.8,5.8,2,binds_to
625589,CHEMBL210,9.1,7.8,9,binds_to
625589,CHEMBL238,7.12,7.12,1,binds_to
625589,CHEMBL213,7.04,6.86,3,binds_to
625589,CHEMBL4105907,6.97,6.97,1,binds_to
625589,CHEMBL229,6.45,6.45,1,binds_to
625589,CHEMBL222,6.25,6.25,1,binds_to
625589,CHEMBL223,6.14,6.14,1,binds_to
625589,CHEMBL228,6.11,6.11,1,binds_to
625589,CHEMBL234,5.98,5.93,2,binds_to
625589,CHEMBL225,5.75,5.75,1,binds_to
625589,CHEMBL224,5.7,5.7,1,binds_to
624296,CHEMBL254,5.79,5.79,1,binds_to
150549,CHEMBL1293277,6.5,6.5,1,binds_to
150549,CHEMBL1293294,6.3,6.3,1,binds_to
150549,CHEMBL5408,6.07,6.05,3,binds_to
150549,CHEMBL1743128,5.66,5.66,1,binds_to
628156,CHEMBL4333,8.01,7.97,3,binds_to
628156,CHEMBL3892,6.96,6.96,1,binds_to
624161,CHEMBL4789,6.88,6.88,1,binds_to
626138,CHEMBL2001,9.15,9.15,1,binds_to
626138,CHEMBL1075162,9.15,9.15,1,binds_to
624467,CHEMBL221,6.31,6.21,2,binds_to
605,CHEMBL228,9.28,8.31,32,binds_to
605,CHEMBL231,8.0,7.78,3,binds_to
605,CHEMBL222,7.8,7.34,3,binds_to
605,CHEMBL1941,7.16,7.16,1,binds_to
605,CHEMBL229,7.09,6.7,3,binds_to
605,CHEMBL224,7.03,6.81,4,binds_to
605,CHEMBL225,6.89,6.84,2,binds_to
605,CHEMBL218,6.76,6.76,1,binds_to
605,CHEMBL1942,6.5,6.5,1,binds_to
605,CHEMBL1833,6.5,6.5,1,binds_to
605,CHEMBL3371,6.5,6.5,1,binds_to
605,CHEMBL2035,6.48,6.48,1,binds_to
605,CHEMBL217,6.39,6.14,3,binds_to
605,CHEMBL234,6.39,6.39,1,binds_to
605,CHEMBL211,6.34,6.34,1,binds_to
605,CHEMBL216,6.31,6.31,1,binds_to
605,CHEMBL1293224,6.25,6.25,1,binds_to
605,CHEMBL1743122,6.22,6.22,1,binds_to
605,CHEMBL245,6.11,6.11,1,binds_to
605,CHEMBL1293235,6.1,6.1,1,binds_to
605,CHEMBL1821,5.97,5.97,1,binds_to
605,CHEMBL1916,5.68,5.68,1,binds_to
605,CHEMBL3426,5.64,5.64,1,binds_to
605,CHEMBL237,5.58,5.58,1,binds_to
605,CHEMBL1980,5.54,5.54,1,binds_to
605,CHEMBL2056,5.5,5.5,1,binds_to
151063,CHEMBL216,8.63,8.11,4,binds_to
151063,CHEMBL245,8.22,7.14,2,binds_to
151063,CHEMBL211,7.86,7.19,2,binds_to
151063,CHEMBL1821,7.49,7.49,1,binds_to
151408,CHEMBL220,5.52,5.52,1,binds_to
178290,CHEMBL2524,7.89,7.4,4,binds_to
178290,CHEMBL2608,7.08,7.08,1,binds_to
178290,CHEMBL2748,6.58,6.58,1,binds_to
178290,CHEMBL2179,5.85,5.85,2,binds_to
178290,CHEMBL2074,5.82,5.82,1,binds_to
152610,CHEMBL2056,6.9,6.9,1,binds_to
152610,CHEMBL1867,6.6,6.6,1,binds_to
152610,CHEMBL1743126,5.96,5.96,1,binds_to
152610,CHEMBL214,5.89,5.89,1,binds_to
152610,CHEMBL229,5.6,5.6,1,binds_to
182928,CHEMBL208,8.52,8.52,1,binds_to
182928,CHEMBL1871,8.13,8.13,1,binds_to
182928,CHEMBL1947,8.1,8.1,1,binds_to
182928,CHEMBL2034,7.76,7.59,2,binds_to
182928,CHEMBL4261,7.0,7.0,2,binds_to
182928,CHEMBL3622,5.52,5.52,1,binds_to
152728,CHEMBL240,7.4,6.8,12,binds_to
152751,CHEMBL224,9.13,8.86,2,binds_to
152751,CHEMBL217,9.1,8.86,2,binds_to
152751,CHEMBL234,9.03,8.79,2,binds_to
152751,CHEMBL240,7.49,7.15,11,binds_to
152751,CHEMBL223,7.39,7.23,2,binds_to
152751,CHEMBL1942,7.0,6.83,2,binds_to
152751,CHEMBL225,6.62,6.48,2,binds_to
152751,CHEMBL1916,6.59,6.17,2,binds_to
152751,CHEMBL231,6.28,6.28,1,binds_to
152751,CHEMBL1821,6.27,6.27,1,binds_to
152751,CHEMBL2056,6.26,6.11,2,binds_to
152751,CHEMBL1833,6.07,5.97,2,binds_to
152751,CHEMBL1867,5.95,5.74,2,binds_to
152751,CHEMBL2035,5.78,5.71,2,binds_to
152751,CHEMBL289,5.5,5.5,2,binds_to
153330,CHEMBL3397,7.3,6.42,58,binds_to
153330,CHEMBL340,6.9,6.06,5,binds_to
153330,CHEMBL2392,6.05,6.05,1,binds_to
153330,CHEMBL5162,5.5,5.5,1,binds_to
16088,CHEMBL218,9.96,8.18,135,binds_to
16088,CHEMBL253,8.96,6.15,55,binds_to
16088,CHEMBL3397,8.28,8.28,1,binds_to
16088,CHEMBL3004,5.85,5.85,1,binds_to
16088,CHEMBL237,5.77,5.77,1,binds_to
16088,CHEMBL1075322,5.7,5.7,2,binds_to
16088,CHEMBL240,5.55,5.55,1,binds_to
153342,CHEMBL1899,9.3,9.19,5,binds_to
153342,CHEMBL1833,7.5,7.1,4,binds_to
153342,CHEMBL3356,6.22,6.22,1,binds_to
153342,CHEMBL340,6.22,6.22,3,binds_to
153342,CHEMBL240,5.64,5.55,3,binds_to
154051,CHEMBL252,9.0,8.33,2,binds_to
154051,CHEMBL1785,6.71,6.31,2,binds_to
155006,CHEMBL217,9.7,8.27,76,binds_to
155006,CHEMBL1833,9.44,8.22,8,binds_to
155006,CHEMBL224,9.1,7.65,36,binds_to
155006,CHEMBL234,9.1,8.19,30,binds_to
155006,CHEMBL214,8.77,7.77,26,binds_to
155006,CHEMBL229,8.05,6.81,10,binds_to
155006,CHEMBL3155,8.0,7.66,9,binds_to
155006,CHEMBL225,7.74,6.73,15,binds_to
155006,CHEMBL231,7.6,6.95,11,binds_to
155006,CHEMBL228,7.5,6.52,8,binds_to
155006,CHEMBL1916,7.42,7.13,3,binds_to
155006,CHEMBL219,7.36,6.8,17,binds_to
155006,CHEMBL3371,7.05,6.67,6,binds_to
155006,CHEMBL1867,7.0,6.68,5,binds_to
155006,CHEMBL1983,7.0,7.0,1,binds_to
155006,CHEMBL232,7.0,7.0,1,binds_to
155006,CHEMBL238,6.54,6.54,1,binds_to
155006,CHEMBL2056,6.51,6.18,10,binds_to
155006,CHEMBL1942,6.47,6.23,2,binds_to
155006,CHEMBL240,6.22,6.09,7,binds_to
155006,CHEMBL213,6.14,6.14,1,binds_to
155006,CHEMBL4302,6.11,6.11,1,binds_to
155006,CHEMBL210,6.02,6.02,1,binds_to
155006,CHEMBL1898,6.0,6.0,1,binds_to
155006,CHEMBL227,6.0,6.0,1,binds_to
155006,CHEMBL1899,6.0,6.0,1,binds_to
155006,CHEMBL3426,6.0,6.0,1,binds_to
155006,CHEMBL1850,5.98,5.86,3,binds_to
155006,CHEMBL222,5.81,5.81,1,binds_to
155006,CHEMBL216,5.75,5.75,1,binds_to
155006,CHEMBL2608,5.75,5.75,2,binds_to
155006,CHEMBL2069,5.72,5.72,1,binds_to
155006,CHEMBL1941,5.66,5.66,1,binds_to
155006,CHEMBL264,5.63,5.63,1,binds_to
155006,CHEMBL1889,5.6,5.6,1,binds_to
155006,CHEMBL211,5.51,5.51,1,binds_to
155045,CHEMBL224,9.35,8.55,5,binds_to
