rank,drug_id,drug_name,score,raw_score,status
1436,CHEMBL3608680,FEZOLINETANT,0.5101,-3.6351,novel
1437,CHEMBL1200688,ERYTHROMYCIN ETHYLSUCCINATE,0.51,-3.6357,novel
1438,CHEMBL196,ASCORBIC ACID,0.5098,-3.6383,novel
1439,CHEMBL403,SULBACTAM,0.5093,-3.645,novel
1440,CHEMBL1691,BETAXOLOL HYDROCHLORIDE,0.5093,-3.645,novel
1441,CHEMBL1200950,CLIDINIUM BROMIDE,0.5091,-3.6482,novel
1442,CHEMBL465,DRONABINOL,0.5083,-3.6582,novel
1443,CHEMBL1237080,GRANISETRON HYDROCHLORIDE,0.5081,-3.6602,novel
1444,CHEMBL634,ALFENTANIL,0.508,-3.6621,novel
1445,CHEMBL2028987,DEGARELIX ACETATE,0.5079,-3.6626,novel
1446,CHEMBL1201780,CARGLUMIC ACID,0.5079,-3.663,novel
1447,CHEMBL1224,ACRIVASTINE,0.5079,-3.663,novel
1448,CHEMBL1200830,FERROUS SULFATE,0.5079,-3.6632,novel
1449,CHEMBL1201286,OXYPHENONIUM,0.5078,-3.6643,novel
1450,CHEMBL2108041,OCRELIZUMAB,0.5077,-3.6663,novel
1451,CHEMBL1002,LEVOSALBUTAMOL,0.5076,-3.6669,novel
1452,CHEMBL524004,MEPENZOLATE,0.5076,-3.6676,novel
1453,CHEMBL719,MUPIROCIN,0.5074,-3.6691,novel
1454,CHEMBL4297794,NEMOLIZUMAB,0.5072,-3.6727,novel
1455,CHEMBL1200944,SULBACTAM SODIUM,0.5071,-3.6733,novel
1456,CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE,0.5071,-3.6734,novel
1457,CHEMBL1200554,TRIPTORELIN PAMOATE,0.5069,-3.6756,novel
1458,CHEMBL2362410,LANDIOLOL HYDROCHLORIDE,0.5069,-3.676,novel
1459,CHEMBL1434513,NOREPINEPHRINE BITARTRATE,0.5069,-3.6767,novel
1460,CHEMBL1200875,FLAVOXATE HYDROCHLORIDE,0.5068,-3.6769,novel
1461,CHEMBL1594,PANTOTHENIC ACID,0.5068,-3.6776,novel
1462,CHEMBL1200907,TRILOSTANE,0.5067,-3.679,novel
1463,CHEMBL24,ATENOLOL,0.5066,-3.6802,novel
1464,CHEMBL5314347,SEVELAMER CARBONATE,0.5063,-3.6837,novel
1465,CHEMBL1330792,ACETARSONE,0.5062,-3.6858,novel
1466,CHEMBL4297844,TRASTUZUMAB DERUXTECAN,0.5061,-3.6862,novel
1467,CHEMBL1471,APREPITANT,0.5061,-3.6862,novel
1468,CHEMBL4594333,ELIVALDOGENE AUTOTEMCEL,0.5059,-3.6885,novel
1469,CHEMBL5314588,PERFLUOROHEXYLOCTANE,0.5058,-3.6898,novel
1470,CHEMBL3301610,ABEMACICLIB,0.5058,-3.6902,novel
1471,CHEMBL404,TAZOBACTAM,0.5058,-3.6908,novel
1472,CHEMBL443052,TAVABOROLE,0.5055,-3.6938,novel
1473,CHEMBL615,PENICILLIN V,0.5055,-3.6941,novel
1474,CHEMBL6068380,CHIMPANZEE ADENOVIRUS ENCODING SARS-COV-2 SPIKE GLYCOPROTEIN,0.5054,-3.6957,novel
1475,CHEMBL1200348,SULCONAZOLE NITRATE,0.5053,-3.6967,novel
1476,CHEMBL498847,SECNIDAZOLE,0.5052,-3.6977,novel
1477,CHEMBL601719,CRIZOTINIB,0.5052,-3.6981,novel
1478,CHEMBL902,FAMOTIDINE,0.5051,-3.6991,novel
1479,CHEMBL2108021,BESILESOMAB,0.5051,-3.6992,novel
1480,CHEMBL944,CHLOROPROCAINE HYDROCHLORIDE,0.505,-3.7,novel
1481,CHEMBL3544921,CERLIPONASE ALFA,0.5048,-3.7032,novel
1482,CHEMBL1790041,RANITIDINE,0.5047,-3.7044,novel
1483,CHEMBL2104415,MOXIDECTIN,0.5047,-3.705,novel
1484,CHEMBL4594285,PADELIPORFIN POTASSIUM,0.5046,-3.7053,novel
1485,CHEMBL462605,PITOLISANT,0.5044,-3.7084,novel
1486,CHEMBL126,LINEZOLID,0.5043,-3.7099,novel
1487,CHEMBL2107214,IOMEPROL,0.5041,-3.7116,novel
1488,CHEMBL2108466,GINKGO,0.5039,-3.7143,novel
1489,CHEMBL1410,NONOXYNOL 9,0.5037,-3.7174,novel
1490,CHEMBL4297990,TEBENTAFUSP,0.5037,-3.7178,novel
1491,CHEMBL1743082,TRASTUZUMAB EMTANSINE,0.5033,-3.7226,novel
1492,CHEMBL5095401,IPTACOPAN HYDROCHLORIDE,0.5033,-3.7232,novel
1493,CHEMBL1540,PENCICLOVIR,0.503,-3.7263,novel
1494,CHEMBL31,GATIFLOXACIN,0.503,-3.7271,novel
1495,CHEMBL639,AZELASTINE,0.5029,-3.7273,novel
1496,CHEMBL1742982,AFLIBERCEPT,0.5026,-3.7317,novel
1497,CHEMBL2095207,CHOLINE C-11,0.5026,-3.7318,novel
1498,CHEMBL4802223,LEUPROLIDE MESYLATE,0.5026,-3.7318,novel
1499,CHEMBL6068345,CHARACTERISED VIABLE AUTOLOGOUS CARTILAGE CELLS EXPANDED EX VIVO EXPRESSING SPECIFIC MARKER PROTEINS,0.5026,-3.732,novel
1500,CHEMBL484785,CRISABOROLE,0.5024,-3.7347,novel
1501,CHEMBL1201232,ISOPROPAMIDE,0.5022,-3.7364,novel
1502,CHEMBL2103822,TASIMELTEON,0.5021,-3.7379,novel
1503,CHEMBL1626,CLEMASTINE,0.5019,-3.741,novel
1504,CHEMBL4802262,ATIDARSAGENE AUTOTEMCEL,0.5018,-3.7414,novel
1505,CHEMBL21,SULFANILAMIDE,0.5018,-3.7426,novel
1506,CHEMBL1591,DEMECLOCYCLINE,0.5017,-3.7427,novel
1507,CHEMBL844,BRIMONIDINE,0.5016,-3.7446,novel
1508,CHEMBL1200794,OXYMORPHONE HYDROCHLORIDE,0.5015,-3.7462,novel
1509,CHEMBL1574,PHENTERMINE,0.5013,-3.7488,novel
1510,CHEMBL1201515,PEGVISOMANT,0.5012,-3.7503,novel
1511,CHEMBL3989931,ENASIDENIB MESYLATE,0.5009,-3.7534,novel
1512,CHEMBL6068327,ACETYLCYSTEINE LYSINE,0.5008,-3.7544,novel
1513,CHEMBL1005,REMIFENTANIL,0.5004,-3.76,novel
1514,CHEMBL3989516,FOSTAMATINIB DISODIUM,0.5004,-3.7604,novel
1515,CHEMBL1646,INDOCYANINE GREEN,0.5003,-3.7612,novel
1516,CHEMBL1720,PALONOSETRON HYDROCHLORIDE,0.5003,-3.7618,novel
1517,CHEMBL815,DINOPROST,0.5002,-3.7625,novel
1518,CHEMBL1628502,GABAPENTIN ENACARBIL,0.5,-3.7646,novel
1519,CHEMBL4594251,NETARSUDIL DIMESYLATE,0.4991,-3.7772,novel
1520,CHEMBL1109,SULFAPHENAZOLE,0.4989,-3.7798,novel
1521,CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,0.4988,-3.7812,novel
1522,CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,0.4987,-3.7815,novel
1523,CHEMBL1495,OXYPHENCYCLIMINE,0.4986,-3.7831,novel
1524,CHEMBL1513,IRBESARTAN,0.4984,-3.7856,novel
1525,CHEMBL1201354,TRIDIHEXETHYL,0.4984,-3.7863,novel
1526,CHEMBL1863513,INGENOL MEBUTATE,0.4982,-3.7885,novel
1527,CHEMBL1201264,METHANTHELINE,0.4976,-3.7956,novel
1528,CHEMBL3186492,ONDANSETRON HYDROCHLORIDE,0.4976,-3.7957,novel
1529,CHEMBL5315055,NALMEFENE HYDROCHLORIDE DIHYDRATE,0.4973,-3.8,novel
1530,CHEMBL567,PERPHENAZINE,0.4971,-3.8031,novel
1531,CHEMBL1201141,IBUPROFEN LYSINE,0.497,-3.8035,novel
1532,CHEMBL8,CIPROFLOXACIN,0.497,-3.8037,novel
1533,CHEMBL1201325,HEXOCYCLIUM,0.4969,-3.8053,novel
1534,CHEMBL6068335,PEMETREXED DISODIUM HEMIPENTAHYDRATE,0.4969,-3.8053,novel
1535,CHEMBL1528,SODIUM FLUORIDE,0.4969,-3.8059,novel
1536,CHEMBL761,NAPHAZOLINE,0.4966,-3.809,novel
1537,CHEMBL85,RISPERIDONE,0.4964,-3.8114,novel
1538,CHEMBL1110,ALOSETRON,0.4964,-3.8117,novel
1539,CHEMBL11662,OZAGREL,0.4962,-3.8144,novel
1540,CHEMBL86,METOCLOPRAMIDE,0.4961,-3.8152,novel
1541,CHEMBL1436,CEFUROXIME,0.4961,-3.8158,novel
1542,CHEMBL1201049,ECONAZOLE NITRATE,0.496,-3.8174,novel
1543,CHEMBL2096647,LANTHANUM CARBONATE,0.4959,-3.8186,novel
1544,CHEMBL5314559,FLOTUFOLASTAT F-18 GALLIUM,0.4958,-3.8199,novel
1545,CHEMBL1623,MECLIZINE,0.4957,-3.8202,novel
1546,CHEMBL4594388,ANSUVIMAB,0.4956,-3.8217,novel
1547,CHEMBL1051,LATANOPROST,0.4954,-3.825,novel
1548,CHEMBL1516474,TEGASEROD MALEATE,0.4953,-3.8261,novel
1549,CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,0.4952,-3.8276,novel
1550,CHEMBL2368861,BUPRENORPHINE HYDROCHLORIDE,0.4951,-3.828,novel
1551,CHEMBL3301594,FOSTEMSAVIR,0.4951,-3.8283,novel
1552,CHEMBL4802224,FERRIC OXYHYDROXIDE,0.4951,-3.829,novel
1553,CHEMBL1200725,SERTACONAZOLE NITRATE,0.495,-3.8297,novel
1554,CHEMBL1492,DIPHENYLPYRALINE,0.4949,-3.831,novel
1555,CHEMBL2108184,CROFELEMER,0.4947,-3.8333,novel
1556,CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,0.4947,-3.8334,novel
1557,CHEMBL2108667,YTTRIUM Y 90 IBRITUMOMAB TIUXETAN,0.4946,-3.8355,novel
1558,CHEMBL996,CEFOXITIN,0.4945,-3.8357,novel
1559,CHEMBL1200930,RABEPRAZOLE SODIUM,0.4945,-3.8363,novel
1560,CHEMBL1128,EDROPHONIUM CHLORIDE,0.4941,-3.8409,novel
1561,CHEMBL463,AMINOHIPPURIC ACID,0.4939,-3.8439,novel
1562,CHEMBL1200775,LEUPROLIDE ACETATE,0.4937,-3.8462,novel
1563,CHEMBL5314375,CIDOFOVIR,0.4937,-3.8471,novel
1564,CHEMBL1200851,HOMATROPINE METHYLBROMIDE,0.4935,-3.8487,novel
1565,CHEMBL1201340,DIPHEMANIL,0.4935,-3.8487,novel
1566,CHEMBL3304486,DIFEMERINE,0.4935,-3.8487,novel
1567,CHEMBL1200979,DEXPANTHENOL,0.4934,-3.8505,novel
1568,CHEMBL1743029,IBALIZUMAB,0.4932,-3.8526,novel
1569,CHEMBL10878,AGOMELATINE,0.4932,-3.853,novel
1570,CHEMBL1254682,LEVALLORPHAN,0.493,-3.8551,novel
1571,CHEMBL1256818,DEXTROMETHORPHAN HYDROBROMIDE,0.493,-3.8553,novel
1572,CHEMBL6068378,ADENOVIRUS TYPE 26 ENCODING EBOLA VIRUS GLYCOPROTEIN,0.4929,-3.8569,novel
1573,CHEMBL1200724,PSEUDOEPHEDRINE HYDROCHLORIDE,0.4928,-3.8584,novel
1574,CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,0.4926,-3.8602,novel
1575,CHEMBL1201734,BENDAMUSTINE HYDROCHLORIDE,0.4926,-3.861,novel
1576,CHEMBL1654,RISEDRONATE SODIUM,0.4925,-3.8624,novel
1577,CHEMBL1201288,DANTROLENE,0.4923,-3.8642,novel
1578,CHEMBL973,TERIFLUNOMIDE,0.4921,-3.8666,novel
1579,CHEMBL1200981,EPIRUBICIN HYDROCHLORIDE,0.4919,-3.8697,novel
1580,CHEMBL852,MELPHALAN,0.4919,-3.8704,novel
1581,CHEMBL1200962,CEFEPIME HYDROCHLORIDE,0.4917,-3.8719,novel
1582,CHEMBL1757,FOSFOMYCIN,0.4911,-3.8805,novel
1583,CHEMBL1200359,SULFAMETER,0.4909,-3.8831,novel
1584,CHEMBL117287,PRUCALOPRIDE,0.4908,-3.8834,novel
1585,CHEMBL254468,FLUCICLOVINE F18,0.4908,-3.8838,novel
1586,CHEMBL3304485,TENAPANOR,0.4906,-3.8866,novel
1587,CHEMBL891,CLOXACILLIN,0.4901,-3.8924,novel
1588,CHEMBL880,FAMCICLOVIR,0.49,-3.8949,novel
1589,CHEMBL1141,POTASSIUM IODIDE,0.4898,-3.8972,novel
1590,CHEMBL5314650,TECHNETIUM TC-99M LABELED CARBON,0.4893,-3.9031,novel
1591,CHEMBL1201116,HETACILLIN,0.4886,-3.9122,novel
1592,CHEMBL1237072,DIRITHROMYCIN,0.4881,-3.9192,novel
1593,CHEMBL207538,BREXANOLONE,0.488,-3.9198,novel
1594,CHEMBL841,LOPERAMIDE,0.4879,-3.9214,novel
1595,CHEMBL592,LEVORPHANOL,0.4878,-3.9225,novel
1596,CHEMBL426559,LAROPIPRANT,0.4878,-3.9232,novel
1597,CHEMBL3989986,RAVULIZUMAB,0.4875,-3.9263,novel
1598,CHEMBL446,SULFAMETHAZINE,0.4874,-3.9282,novel
1599,CHEMBL1200814,ACETAZOLAMIDE SODIUM,0.4873,-3.929,novel
1600,CHEMBL1186579,METHYLNALTREXONE,0.4871,-3.9319,novel
1601,CHEMBL1167,SPECTINOMYCIN,0.4871,-3.932,novel
1602,CHEMBL1201201,METHAMPHETAMINE,0.487,-3.9335,novel
1603,CHEMBL1079,TIZANIDINE,0.4867,-3.9372,novel
1604,CHEMBL430,GEMIFLOXACIN,0.4867,-3.9374,novel
1605,CHEMBL643,PROMETHAZINE,0.4865,-3.9396,novel
1606,CHEMBL1316,CARPROFEN,0.4864,-3.9407,novel
1607,CHEMBL1201586,PALIVIZUMAB,0.4863,-3.942,novel
1608,CHEMBL702,PIPERACILLIN,0.4863,-3.9424,novel
1609,CHEMBL647,APRACLONIDINE,0.4863,-3.9424,novel
1610,CHEMBL561,LOMEFLOXACIN,0.4863,-3.9425,novel
1611,CHEMBL177,AMIKACIN,0.4863,-3.9428,novel
1612,CHEMBL1200820,PIPERACILLIN SODIUM,0.486,-3.9465,novel
1613,CHEMBL6068492,PROTHROMBIN,0.4859,-3.9467,novel
1614,CHEMBL2028850,ICATIBANT,0.4859,-3.947,novel
1615,CHEMBL277100,TEMAFLOXACIN,0.4859,-3.9471,novel
1616,CHEMBL1731,MEZLOCILLIN,0.4858,-3.9488,novel
1617,CHEMBL259972,MOFEZOLAC,0.4858,-3.9492,novel
1618,CHEMBL2108702,IMETELSTAT SODIUM,0.4857,-3.9505,novel
1619,CHEMBL1200764,METHACHOLINE CHLORIDE,0.4856,-3.9505,novel
1620,CHEMBL1200610,LORACARBEF,0.4856,-3.9514,novel
1621,CHEMBL826,ENOXACIN,0.4856,-3.9515,novel
1622,CHEMBL580,LORAZEPAM,0.4856,-3.9518,novel
1623,CHEMBL2105729,DABRAFENIB MESYLATE,0.4854,-3.9539,novel
1624,CHEMBL940,GABAPENTIN,0.4854,-3.9539,novel
1625,CHEMBL1583,BACAMPICILLIN,0.4853,-3.9549,novel
1626,CHEMBL1201195,CEFMETAZOLE,0.4853,-3.9549,novel
1627,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,0.4849,-3.9596,novel
1628,CHEMBL1863514,ASPARAGINASE ERWINIA CHRYSANTHEMI,0.4848,-3.9611,novel
1629,CHEMBL1599,CEPHAPIRIN,0.4847,-3.9624,novel
1630,CHEMBL1359,ERTAPENEM,0.4847,-3.9632,novel
1631,CHEMBL1201554,ANTITHROMBIN ALFA,0.4847,-3.9632,novel
1632,CHEMBL2105741,TRAMETINIB DIMETHYL SULFOXIDE,0.4844,-3.9673,novel
1633,CHEMBL4297339,COPPER OXODOTREOTIDE CU-64,0.4842,-3.969,novel
1634,CHEMBL5,NALIDIXIC ACID,0.4842,-3.9695,novel
1635,CHEMBL428,TROVAFLOXACIN,0.4842,-3.9695,novel
1636,CHEMBL530,AMDINOCILLIN,0.4842,-3.9695,novel
1637,CHEMBL893,DICLOXACILLIN,0.4842,-3.9695,novel
1638,CHEMBL372795,STREPTOMYCIN,0.4842,-3.9695,novel
1639,CHEMBL186,CEFEPIME,0.4842,-3.9695,novel
1640,CHEMBL1537,AZLOCILLIN,0.4842,-3.9695,novel
1641,CHEMBL474579,CEFOTETAN,0.4842,-3.9695,novel
1642,CHEMBL501122,CEFTAROLINE FOSAMIL,0.4842,-3.9695,novel
1643,CHEMBL1201270,METHENAMINE,0.4842,-3.9695,novel
1644,CHEMBL1449,TICARCILLIN,0.4842,-3.9696,novel
1645,CHEMBL1201046,CEFORANIDE,0.4841,-3.9701,novel
1646,CHEMBL1293,BETA CAROTENE,0.4841,-3.9703,novel
1647,CHEMBL600,ACETYLCYSTEINE,0.484,-3.9718,novel
1648,CHEMBL528,CEFTIZOXIME,0.4839,-3.9728,novel
1649,CHEMBL700,SULFAPYRIDINE,0.4839,-3.9729,novel
1650,CHEMBL4297666,OMIDENEPAG ISOPROPYL,0.4838,-3.9741,novel
1651,CHEMBL1200823,IRON SUCROSE,0.4838,-3.9748,novel
1652,CHEMBL1201821,PALIFERMIN,0.4837,-3.9753,novel
1653,CHEMBL1200868,PHENYL AMINOSALICYLATE,0.4837,-3.9754,novel
1654,CHEMBL74632,MOXALACTAM,0.4837,-3.976,novel
1655,CHEMBL1605,CEFTIBUTEN,0.4837,-3.9761,novel
1656,CHEMBL1208,CINOXACIN,0.4836,-3.9766,novel
1657,CHEMBL575,METHICILLIN,0.4835,-3.9781,novel
1658,CHEMBL819,OXACILLIN,0.4833,-3.9808,novel
1659,CHEMBL1296,CEFOTIAM,0.4833,-3.981,novel
1660,CHEMBL6067481,COLISTIN,0.4833,-3.9815,novel
1661,CHEMBL850,SPARFLOXACIN,0.4832,-3.9817,novel
1662,CHEMBL3545068,COPANLISIB HYDROCHLORIDE,0.4832,-3.9823,novel
1663,CHEMBL268869,SULFAMETHOXYPYRIDAZINE,0.4831,-3.9832,novel
1664,CHEMBL2107797,NORGESTREL,0.4831,-3.9835,novel
1665,CHEMBL1201585,TRASTUZUMAB,0.4831,-3.9838,novel
1666,CHEMBL1201057,CILASTATIN SODIUM,0.483,-3.9843,novel
1667,CHEMBL962,EPOPROSTENOL SODIUM,0.4826,-3.9899,novel
1668,CHEMBL130,CHLORAMPHENICOL,0.4826,-3.9903,novel
1669,CHEMBL62193,SULFADIMETHOXINE,0.4826,-3.9903,novel
1670,CHEMBL57,NEVIRAPINE,0.4825,-3.9911,novel
1671,CHEMBL4297750,FARICIMAB,0.4824,-3.9927,novel
1672,CHEMBL1596,CARBENICILLIN INDANYL,0.4822,-3.9949,novel
1673,CHEMBL1834657,INFIGRATINIB PHOSPHATE,0.4822,-3.9952,novel
1674,CHEMBL2108931,CRISANTASPASE,0.4821,-3.996,novel
1675,CHEMBL378544,VINBLASTINE SULFATE,0.4821,-3.9963,novel
1676,CHEMBL1214,CARBENICILLIN,0.482,-3.9972,novel
1677,CHEMBL1200778,DEXRAZOXANE HYDROCHLORIDE,0.482,-3.9979,novel
1678,CHEMBL583,GREPAFLOXACIN,0.4818,-4.0001,novel
1679,CHEMBL3989974,CEFIDEROCOL,0.4817,-4.0014,novel
1680,CHEMBL1200606,MEXILETINE HYDROCHLORIDE,0.4816,-4.0028,novel
1681,CHEMBL2364632,SARECYCLINE,0.4813,-4.0062,novel
1682,CHEMBL1688530,ORITAVANCIN,0.4812,-4.0075,novel
1683,CHEMBL2108354,UBLITUXIMAB,0.481,-4.011,novel
1684,CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,0.4809,-4.0125,novel
1685,CHEMBL1200498,ALATROFLOXACIN MESYLATE,0.4808,-4.0127,novel
1686,CHEMBL6068385,"INFLUENZA B VIRUS, INACTIVATED NEURAMINIDASE",0.4808,-4.0127,novel
1687,CHEMBL6068388,INFLUENZA B VIRUS HEMAGGLUTININ,0.4808,-4.0127,novel
1688,CHEMBL438,SULFAMERAZINE,0.4808,-4.0134,novel
1689,CHEMBL16073,PHENACETIN,0.4808,-4.0136,novel
1690,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,0.4807,-4.0144,novel
1691,CHEMBL1201204,CEFPIRAMIDE,0.4805,-4.0169,novel
1692,CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,0.4805,-4.0176,novel
1693,CHEMBL118,CELECOXIB,0.4801,-4.022,novel
1694,CHEMBL443,SULFAMETHOXAZOLE,0.4801,-4.022,novel
1695,CHEMBL100116,PENTAZOCINE,0.4798,-4.0262,novel
1696,CHEMBL2103740,GADOXETATE DISODIUM,0.4798,-4.0262,novel
1697,CHEMBL885,EMTRICITABINE,0.4798,-4.0264,novel
1698,CHEMBL2105637,DELAFLOXACIN,0.4797,-4.0272,novel
1699,CHEMBL497,CLIOQUINOL,0.4796,-4.0291,novel
1700,CHEMBL1650559,PLAZOMICIN,0.4793,-4.032,novel
1701,CHEMBL5315068,DINUTUXIMAB BETA,0.4793,-4.0321,novel
1702,CHEMBL6068329,PEMETREXED DIPOTASSIUM,0.4793,-4.0323,novel
1703,CHEMBL76370,TEGASEROD,0.4793,-4.0326,novel
1704,CHEMBL1201224,CEFMENOXIME,0.4791,-4.0352,novel
1705,CHEMBL4297545,LUTETIUM OXODOTREOTIDE LU-177,0.4789,-4.0373,novel
1706,CHEMBL783,NATEGLINIDE,0.4789,-4.0381,novel
1707,CHEMBL1601,CEFONICID,0.4788,-4.0384,novel
1708,CHEMBL6067485,GENTAMICIN,0.4787,-4.0405,novel
1709,CHEMBL206253,NETUPITANT,0.4785,-4.0433,novel
1710,CHEMBL2103800,COLESTILAN CHLORIDE,0.4784,-4.0445,novel
1711,CHEMBL4298150,SIPONIMOD FUMARIC ACID,0.4783,-4.0454,novel
1712,CHEMBL1200539,CALCIUM CARBONATE,0.4782,-4.0463,novel
1713,CHEMBL549,CITALOPRAM,0.4782,-4.0464,novel
1714,CHEMBL2360464,PEMETREXED DISODIUM,0.4782,-4.0464,novel
1715,CHEMBL3301669,DALBAVANCIN,0.4782,-4.0467,novel
1716,CHEMBL573,NIACIN,0.4781,-4.0478,novel
1717,CHEMBL1735,INDINAVIR SULFATE,0.4778,-4.0522,novel
1718,CHEMBL1683544,ERIBULIN MESYLATE,0.4775,-4.0556,novel
1719,CHEMBL1201271,BUCLIZINE,0.4775,-4.056,novel
1720,CHEMBL1280,VERAPAMIL HYDROCHLORIDE,0.4774,-4.0568,novel
1721,CHEMBL1201625,CHOLESTYRAMINE,0.4766,-4.0676,novel
1722,CHEMBL502,DONEPEZIL,0.4763,-4.0715,novel
1723,CHEMBL6068328,ELTROMBOPAG CHOLINE,0.4762,-4.0731,novel
1724,CHEMBL6068369,"INFLUENZA A VIRUS, LIVE ATTENUATED",0.4759,-4.0761,novel
1725,CHEMBL5095420,TRIENTINE TETRAHYDROCHLORIDE,0.4756,-4.0797,novel
1726,CHEMBL161,CEFTRIAXONE,0.4756,-4.0804,novel
1727,CHEMBL110,BENZNIDAZOLE,0.4754,-4.0833,novel
1728,CHEMBL1689772,OMADACYCLINE,0.4751,-4.0864,novel
1729,CHEMBL1233,CARISOPRODOL,0.4751,-4.087,novel
1730,CHEMBL1443,NAFCILLIN,0.475,-4.0885,novel
1731,CHEMBL4297610,OLUTASIDENIB,0.4747,-4.0924,novel
1732,CHEMBL363392,MARALIXIBAT,0.4745,-4.0943,novel
1733,CHEMBL507674,CEFOPERAZONE,0.4745,-4.0945,novel
1734,CHEMBL1229517,VEMURAFENIB,0.4741,-4.1001,novel
1735,CHEMBL192,SILDENAFIL,0.474,-4.1013,novel
1736,CHEMBL1060,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",0.474,-4.1016,novel
1737,CHEMBL716,QUETIAPINE,0.4739,-4.1016,novel
1738,CHEMBL1707,LOPERAMIDE HYDROCHLORIDE,0.4737,-4.1048,novel
1739,CHEMBL6068387,"INFLUENZA B VIRUS, LIVE ATTENUATED",0.4737,-4.1052,novel
1740,CHEMBL2103743,TOFACITINIB CITRATE,0.4737,-4.1053,novel
1741,CHEMBL1201245,BROMODIPHENHYDRAMINE,0.4734,-4.1084,novel
1742,CHEMBL3989857,MAGNESIUM SULFATE,0.4734,-4.1088,novel
1743,CHEMBL654,MIRTAZAPINE,0.4733,-4.1094,novel
1744,CHEMBL6068386,"INFLUENZA B VIRUS, SPLIT VIRION",0.4732,-4.1112,novel
1745,CHEMBL4594287,ENSIFENTRINE,0.4729,-4.1147,novel
1746,CHEMBL374731,TELBIVUDINE,0.4727,-4.1171,novel
1747,CHEMBL1200630,CYSTEINE HYDROCHLORIDE,0.4725,-4.1206,novel
1748,CHEMBL1572,NETILMICIN,0.4724,-4.122,novel
1749,CHEMBL1003,CLAVULANATE POTASSIUM,0.4723,-4.1235,novel
1750,CHEMBL3646221,VADADUSTAT,0.4722,-4.1248,novel
1751,CHEMBL16,PHENYTOIN,0.4719,-4.1284,novel
1752,CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,0.4718,-4.129,novel
1753,CHEMBL3544974,ASENAPINE MALEATE,0.4717,-4.1303,novel
1754,CHEMBL306700,VILOXAZINE,0.4717,-4.1309,novel
1755,CHEMBL897,PROBENECID,0.4717,-4.131,novel
1756,CHEMBL3833340,AZTREONAM LYSINE,0.4716,-4.1323,novel
1757,CHEMBL4802239,MOBOCERTINIB SUCCINATE,0.4713,-4.1352,novel
1758,CHEMBL1730,CEFOTAXIME,0.4713,-4.1356,novel
1759,CHEMBL1808388,BEXAGLIFLOZIN,0.4712,-4.1377,novel
1760,CHEMBL1201179,LAPATINIB DITOSYLATE,0.4707,-4.1431,novel
1761,CHEMBL6068363,"INFLUENZA A VIRUS, SPLIT VIRION",0.4707,-4.1432,novel
1762,CHEMBL6068431,BENZGALANTAMINE GLUCONATE,0.4707,-4.1439,novel
1763,CHEMBL4297223,MITAPIVAT SULFATE,0.4706,-4.1452,novel
1764,CHEMBL1235452,SULFUR,0.4705,-4.1456,novel
1765,CHEMBL457,GEMFIBROZIL,0.4697,-4.1567,novel
1766,CHEMBL4297575,NIRSEVIMAB,0.4696,-4.1584,novel
1767,CHEMBL4298167,FILGOTINIB MALEATE,0.4695,-4.1597,novel
1768,CHEMBL5095050,FINGOLIMOD LAURYL SULFATE,0.4694,-4.16,novel
1769,CHEMBL1256696,CARBETAPENTANE CITRATE,0.4692,-4.1627,novel
1770,CHEMBL729,LOPINAVIR,0.4691,-4.1638,novel
1771,CHEMBL4208954,AMIKACIN SULFATE,0.469,-4.165,novel
1772,CHEMBL4594411,"XENON XE-129, HYPERPOLARIZED",0.469,-4.1655,novel
1773,CHEMBL4594261,FLUOROESTRADIOL F-18,0.4688,-4.1685,novel
1774,CHEMBL2106643,MYCOPHENOLATE SODIUM,0.4687,-4.1699,novel
1775,CHEMBL3989555,MECLIZINE HYDROCHLORIDE,0.4686,-4.1708,novel
1776,CHEMBL1200671,NAFARELIN ACETATE,0.4686,-4.171,novel
1777,CHEMBL3545063,OSIMERTINIB MESYLATE,0.4686,-4.1711,novel
1778,CHEMBL2103877,EFINACONAZOLE,0.4686,-4.1712,novel
1779,CHEMBL141,LAMIVUDINE,0.4685,-4.1721,novel
1780,CHEMBL1644,CEFADROXIL,0.4685,-4.1726,novel
1781,CHEMBL3544971,DEXTROAMPHETAMINE SULFATE,0.4685,-4.1726,novel
1782,CHEMBL617,CEPHALOTHIN,0.4683,-4.1743,novel
1783,CHEMBL3989751,NEOMYCIN,0.4683,-4.1747,novel
1784,CHEMBL1349,VALACYCLOVIR,0.4683,-4.1751,novel
1785,CHEMBL6068379,"VACCINIA VIRUS, MODIFIED ENCODING EBOLA VIRUS GLYCOPROTEIN AND NUCLEOPROTEIN",0.4682,-4.1756,novel
